record_id	subject_id	object_id	predicate_id	mapping_justification	author_id	confidence	comment
	http://edas#Paper	http://ekaw#Paper	skos:exactMatch	semapv:LexicalMatching		1.0	Exact name match.
	http://edas#Review	http://ekaw#Review	skos:exactMatch	semapv:LexicalMatching		1.0	Exact name match.
	http://edas#Person	http://ekaw#Person	skos:exactMatch	semapv:LexicalMatching		1.0	Exact name match.
	http://edas#Document	http://ekaw#Document	skos:exactMatch	semapv:LexicalMatching		1.0	Exact name match.
	http://edas#Organization	http://ekaw#Organisation	skos:exactMatch	semapv:LexicalMatching		0.95	Lexical variant matching (z/s).
	http://edas#AcceptedPaper	http://ekaw#Accepted_Paper	skos:exactMatch	semapv:LexicalMatching		0.98	Lexical variant match.
	http://edas#RejectedPaper	http://ekaw#Rejected_Paper	skos:exactMatch	semapv:LexicalMatching		0.98	Lexical variant match.
	http://edas#Conference	http://ekaw#Conference	skos:exactMatch	semapv:LexicalMatching		1.0	Exact name match.
	http://edas#ConferenceSession	http://ekaw#Conference_Session	skos:exactMatch	semapv:LexicalMatching		0.98	Lexical variant match.
	http://edas#Workshop	http://ekaw#Workshop	skos:exactMatch	semapv:LexicalMatching		1.0	Exact name match.
